Week_Start_Date,Product_ID,Product_Name,Units_Sold,Price,Discount_Percentage,Revenue,Region,Avg_Gas_Price_US,CPI,Units_Sold_z
2024-06-30,P043,Product_43,275,60.0,10,14850.0,USA,3.438,313.131,-0.03392150267533467
2024-06-30,P044,Product_44,282,16.0,20,3609.6,USA,3.438,313.131,0.17337471129778217
2024-06-30,P045,Product_45,307,30.0,15,7828.5,USA,3.438,313.131,0.03175664664324976
2024-06-30,P046,Product_46,445,82.0,30,25543.0,USA,3.438,313.131,0.3479326095752207
2024-06-30,P047,Product_47,415,48.0,0,19920.0,USA,3.438,313.131,-0.2626740626455472
2024-06-30,P048,Product_48,101,27.0,0,2727.0,USA,3.438,313.131,-0.25178026476561716
2024-06-30,P049,Product_49,328,13.0,0,4264.0,USA,3.438,313.131,-0.22460077842592496
2024-06-30,P050,Product_50,470,98.0,5,43757.0,USA,3.438,313.131,-0.13289385704734422
2024-07-07,P001,Product_1,395,61.0,25,18071.25,USA,3.479,313.566,0.11228153951414864
2024-07-07,P002,Product_2,60,24.0,0,1440.0,USA,3.479,313.566,-0.3812235063311036
2024-07-07,P003,Product_3,308,81.0,20,19958.4,USA,3.479,313.566,-0.02213987623662992
2024-07-07,P004,Product_4,310,70.0,5,20615.0,USA,3.479,313.566,-0.2533395921188628
2024-07-07,P005,Product_5,409,30.0,15,10429.5,USA,3.479,313.566,-0.08551877812706765
2024-07-07,P006,Product_6,105,92.0,15,8211.0,USA,3.479,313.566,-0.11337286680109766
2024-07-07,P007,Product_7,419,96.0,0,40224.0,USA,3.479,313.566,-0.35917052408101063
2024-07-07,P008,Product_8,393,84.0,10,29710.8,USA,3.479,313.566,-0.14138198986953684
2024-07-07,P009,Product_9,139,84.0,5,11092.2,USA,3.479,313.566,-0.25035285329588014
2024-07-07,P010,Product_10,400,97.0,0,38800.0,USA,3.479,313.566,-0.39670449083415177
2024-07-07,P011,Product_11,487,33.0,5,15267.45,USA,3.479,313.566,-0.23468641358495107
2024-07-07,P012,Product_12,459,12.0,0,5508.0,USA,3.479,313.566,-0.4185950354644264
2024-07-07,P013,Product_13,309,31.0,5,9100.05,USA,3.479,313.566,-0.3334484331068717
2024-07-07,P014,Product_14,485,62.0,10,27063.0,USA,3.479,313.566,-0.2241147382698588
2024-07-07,P015,Product_15,85,11.0,10,841.5,USA,3.479,313.566,-0.1296627397131716
2024-07-07,P016,Product_16,264,97.0,15,21766.8,USA,3.479,313.566,-0.05586174186708596
2024-07-07,P017,Product_17,125,39.0,0,4875.0,USA,3.479,313.566,-0.3767976883733503
2024-07-07,P018,Product_18,485,47.0,15,19375.75,USA,3.479,313.566,-0.046753592661262396
2024-07-07,P019,Product_19,95,11.0,0,1045.0,USA,3.479,313.566,-0.34760961250829603
2024-07-07,P020,Product_20,394,73.0,0,28762.0,USA,3.479,313.566,-0.43458946058239645
2024-07-07,P021,Product_21,473,69.0,25,24477.75,USA,3.479,313.566,0.08641751272887878
2024-07-07,P022,Product_22,49,30.0,0,1470.0,USA,3.479,313.566,-0.3682822861267307
2024-07-07,P023,Product_23,444,42.0,10,16783.2,USA,3.479,313.566,-0.14460574759626107
2024-07-07,P024,Product_24,104,85.0,10,7956.0,USA,3.479,313.566,-0.17950950341730249
2024-07-07,P025,Product_25,149,67.0,0,9983.0,USA,3.479,313.566,-0.4015367663089116
2024-07-07,P026,Product_26,297,31.0,0,9207.0,USA,3.479,313.566,-0.38027942117786523
2024-07-07,P027,Product_27,346,98.0,0,33908.0,USA,3.479,313.566,-0.3777074434322413
2024-07-07,P028,Product_28,260,58.0,25,11310.0,USA,3.479,313.566,0.13220411903255258
2024-07-07,P029,Product_29,445,100.0,5,42275.0,USA,3.479,313.566,-0.2703528064808446
2024-07-07,P030,Product_30,257,68.0,0,17476.0,USA,3.479,313.566,-0.39878439820161016
2024-07-07,P031,Product_31,91,51.0,5,4408.95,USA,3.479,313.566,-0.28165071315152945
2024-07-07,P032,Product_32,218,69.0,15,12785.7,USA,3.479,313.566,-0.07916749335765293
2024-07-07,P033,Product_33,241,89.0,0,21449.0,USA,3.479,313.566,-0.4429946503959008
2024-07-07,P034,Product_34,489,24.0,5,11149.2,USA,3.479,313.566,-0.2981412618195425
2024-07-07,P035,Product_35,322,71.0,10,20575.8,USA,3.479,313.566,-0.18050772352739022
2024-07-07,P036,Product_36,443,71.0,30,22017.1,USA,3.479,313.566,0.21656221146776145
2024-07-07,P037,Product_37,340,56.0,0,19040.0,USA,3.479,313.566,-0.35435170327269055
2024-07-07,P038,Product_38,308,71.0,0,21868.0,USA,3.479,313.566,-0.3483384721999073
2024-07-07,P039,Product_39,254,60.0,0,15240.0,USA,3.479,313.566,-0.34456114678032873
2024-07-07,P040,Product_40,311,64.0,15,16918.4,USA,3.479,313.566,-0.13355753780555535
2024-07-07,P041,Product_41,230,73.0,0,16790.0,USA,3.479,313.566,-0.3566565328347114
2024-07-07,P042,Product_42,349,12.0,10,3769.2,USA,3.479,313.566,-0.1520262087810225
2024-07-07,P043,Product_43,277,60.0,20,13296.0,USA,3.479,313.566,-0.00016876369490200982
2024-07-07,P044,Product_44,272,16.0,20,3481.6,USA,3.479,313.566,0.006347051087972685
2024-07-07,P045,Product_45,282,30.0,5,8037.0,USA,3.479,313.566,-0.32911433793913575
2024-07-07,P046,Product_46,419,82.0,25,25768.5,USA,3.479,313.566,0.06559029219208298
2024-07-07,P047,Product_47,421,48.0,10,18187.2,USA,3.479,313.566,-0.19797601765895925
2024-07-07,P048,Product_48,103,27.0,10,2502.9,USA,3.479,313.566,-0.1685471193885536
2024-07-07,P049,Product_49,317,13.0,0,4121.0,USA,3.479,313.566,-0.3653761951031428
2024-07-07,P050,Product_50,508,98.0,30,34848.8,USA,3.479,313.566,0.20021739412673703
2024-07-14,P001,Product_1,338,61.0,0,20618.0,USA,3.489,313.566,-0.5628289828810475
2024-07-14,P002,Product_2,58,24.0,0,1392.0,USA,3.489,313.566,-0.5331053813634159
2024-07-14,P003,Product_3,270,81.0,0,21870.0,USA,3.489,313.566,-0.561444553795563
2024-07-14,P004,Product_4,313,70.0,15,18623.5,USA,3.489,313.566,-0.2109278300453925
2024-07-14,P005,Product_5,366,30.0,0,10980.0,USA,3.489,313.566,-0.552182161307767
2024-07-14,P006,Product_6,94,92.0,0,8648.0,USA,3.489,313.566,-0.582208030264284
2024-07-14,P007,Product_7,403,96.0,0,38688.0,USA,3.489,313.566,-0.5133209636007579
2024-07-14,P008,Product_8,361,84.0,0,30324.0,USA,3.489,313.566,-0.47926277223138775
2024-07-14,P009,Product_9,137,84.0,10,10357.2,USA,3.489,313.566,-0.3098897981938303
2024-07-14,P010,Product_10,415,97.0,15,34216.75,USA,3.489,313.566,-0.24882756830651076
2024-07-14,P011,Product_11,457,33.0,0,15081.0,USA,3.489,313.566,-0.4953525523316573
2024-07-14,P012,Product_12,453,12.0,5,5164.2,USA,3.489,313.566,-0.47046554791354983
2024-07-14,P013,Product_13,312,31.0,15,8221.2,USA,3.489,313.566,-0.29408025918634384
2024-07-14,P014,Product_14,445,62.0,0,27590.0,USA,3.489,313.566,-0.5876422942631412
2024-07-14,P015,Product_15,77,11.0,0,847.0,USA,3.489,313.566,-0.5364478054799849
2024-07-14,P016,Product_16,272,97.0,30,18468.8,USA,3.489,313.566,0.07218809622365516
2024-07-14,P017,Product_17,126,39.0,10,4422.6,USA,3.489,313.566,-0.3427291812871523
2024-07-14,P018,Product_18,435,47.0,0,20445.0,USA,3.489,313.566,-0.49287566003971955
2024-07-14,P019,Product_19,96,11.0,10,950.4,USA,3.489,313.566,-0.3049581263109591
2024-07-14,P020,Product_20,379,73.0,0,27667.0,USA,3.489,313.566,-0.5904307684651589
2024-07-14,P021,Product_21,425,69.0,10,26392.5,USA,3.489,313.566,-0.3714236143115385
2024-07-14,P022,Product_22,47,30.0,0,1410.0,USA,3.489,313.566,-0.5341752078054383
2024-07-14,P023,Product_23,407,42.0,0,17094.0,USA,3.489,313.566,-0.49823513695922617
2024-07-14,P024,Product_24,95,85.0,0,8075.0,USA,3.489,313.566,-0.554355334219094
2024-07-14,P025,Product_25,165,67.0,30,7738.5,USA,3.489,313.566,0.032850540042852365
2024-07-14,P026,Product_26,315,31.0,20,7812.0,USA,3.489,313.566,-0.12020990821427952
2024-07-14,P027,Product_27,333,98.0,0,32634.0,USA,3.489,313.566,-0.5261414447810665
2024-07-14,P028,Product_28,222,58.0,0,12876.0,USA,3.489,313.566,-0.5270815139381817
2024-07-14,P029,Product_29,460,100.0,20,36800.0,USA,3.489,313.566,-0.12304833509643948
2024-07-14,P030,Product_30,247,68.0,0,16796.0,USA,3.489,313.566,-0.5548643974977393
2024-07-14,P031,Product_31,86,51.0,0,4386.0,USA,3.489,313.566,-0.5058949115205815
2024-07-14,P032,Product_32,225,69.0,30,10867.5,USA,3.489,313.566,0.06628459417609252
2024-07-14,P033,Product_33,232,89.0,0,20648.0,USA,3.489,313.566,-0.5981893508070766
2024-07-14,P034,Product_34,493,24.0,15,10057.2,USA,3.489,313.566,-0.26265881471218844
2024-07-14,P035,Product_35,340,71.0,30,16898.0,USA,3.489,313.566,0.0607052700504136
2024-07-14,P036,Product_36,371,71.0,0,26341.0,USA,3.489,313.566,-0.5210195872871503
2024-07-14,P037,Product_37,327,56.0,0,18312.0,USA,3.489,313.566,-0.5109845540902687
2024-07-14,P038,Product_38,297,71.0,0,21087.0,USA,3.489,313.566,-0.5031555709554217
2024-07-14,P039,Product_39,275,60.0,25,12375.0,USA,3.489,313.566,-0.006124098960548334
2024-07-14,P040,Product_40,314,64.0,25,15072.0,USA,3.489,313.566,-0.09142582240948108
2024-07-14,P041,Product_41,244,73.0,20,14249.6,USA,3.489,313.566,-0.0957792360904082
2024-07-14,P042,Product_42,320,12.0,0,3840.0,USA,3.489,313.566,-0.5178984124863875
2024-07-14,P043,Product_43,267,60.0,20,12816.0,USA,3.489,313.566,-0.16893245859706532
2024-07-14,P044,Product_44,274,16.0,30,3068.8,USA,3.489,313.566,0.039752583129934585
2024-07-14,P045,Product_45,285,30.0,15,7267.5,USA,3.489,313.566,-0.28580981978924946
2024-07-14,P046,Product_46,413,82.0,30,23706.2,USA,3.489,313.566,0.0004343727959742803
2024-07-14,P047,Product_47,434,48.0,25,15624.0,USA,3.489,313.566,-0.05779692018801871
2024-07-14,P048,Product_48,101,27.0,15,2317.95,USA,3.489,313.566,-0.25178026476561716
2024-07-14,P049,Product_49,320,13.0,10,3744.0,USA,3.489,313.566,-0.32698289964571975
2024-07-14,P050,Product_50,426,98.0,0,41748.0,USA,3.489,313.566,-0.5186016215647015
2024-07-21,P001,Product_1,326,61.0,0,19886.0,USA,3.496,313.566,-0.7049575139116152
2024-07-21,P002,Product_2,60,24.0,15,1224.0,USA,3.496,313.566,-0.3812235063311036
2024-07-21,P003,Product_3,260,81.0,0,21060.0,USA,3.496,313.566,-0.7033668373637033
2024-07-21,P004,Product_4,315,70.0,25,16537.5,USA,3.496,313.566,-0.1826533219964123
2024-07-21,P005,Product_5,405,30.0,30,8505.0,USA,3.496,313.566,-0.12892932539969085
2024-07-21,P006,Product_6,100,92.0,20,7360.0,USA,3.496,313.566,-0.3264797592843642
2024-07-21,P007,Product_7,388,96.0,0,37248.0,USA,3.496,313.566,-0.6578370006505209
2024-07-21,P008,Product_8,347,84.0,0,29148.0,USA,3.496,313.566,-0.6270856145146976
2024-07-21,P009,Product_9,126,84.0,0,10584.0,USA,3.496,313.566,-0.6373429951325559
2024-07-21,P010,Product_10,399,97.0,15,32897.55,USA,3.496,313.566,-0.40656295233599454
2024-07-21,P011,Product_11,484,33.0,20,12777.6,USA,3.496,313.566,-0.2607530274596217
2024-07-21,P012,Product_12,490,12.0,30,4116.0,USA,3.496,313.566,-0.1505973878106219
2024-07-21,P013,Product_13,286,31.0,5,8422.7,USA,3.496,313.566,-0.635271099830919
2024-07-21,P014,Product_14,493,62.0,30,21396.2,USA,3.496,313.566,-0.15140922707120236
2024-07-21,P015,Product_15,84,11.0,25,693.0,USA,3.496,313.566,-0.18051087293402326
2024-07-21,P016,Product_16,227,97.0,0,22019.0,USA,3.496,313.566,-0.6480922430367636
2024-07-21,P017,Product_17,130,39.0,25,3802.5,USA,3.496,313.566,-0.20645515294236017
2024-07-21,P018,Product_18,419,47.0,0,19693.0,USA,3.496,313.566,-0.6356347216008259
2024-07-21,P019,Product_19,88,11.0,0,968.0,USA,3.496,313.566,-0.6461700158896544
2024-07-21,P020,Product_20,392,73.0,15,24323.6,USA,3.496,313.566,-0.45536830163343145
2024-07-21,P021,Product_21,390,69.0,0,26910.0,USA,3.496,313.566,-0.7052661027785094
2024-07-21,P022,Product_22,48,30.0,15,1224.0,USA,3.496,313.566,-0.4512287469660845
2024-07-21,P023,Product_23,421,42.0,15,15029.7,USA,3.496,313.566,-0.36442942206513124
2024-07-21,P024,Product_24,96,85.0,10,7344.0,USA,3.496,313.566,-0.5127057974633394
2024-07-21,P025,Product_25,138,67.0,0,9246.0,USA,3.496,313.566,-0.7001780394257494
2024-07-21,P026,Product_26,289,31.0,10,8063.1,USA,3.496,313.566,-0.4958658713839033
2024-07-21,P027,Product_27,336,98.0,10,29635.2,USA,3.496,313.566,-0.49188744446979915
2024-07-21,P028,Product_28,225,58.0,10,11745.0,USA,3.496,313.566,-0.47503264817733426
2024-07-21,P029,Product_29,413,100.0,5,39235.0,USA,3.496,313.566,-0.5846023454342422
2024-07-21,P030,Product_30,238,68.0,0,16184.0,USA,3.496,313.566,-0.6953363968642555
2024-07-21,P031,Product_31,87,51.0,10,3993.3,USA,3.496,313.566,-0.4610460718467711
2024-07-21,P032,Product_32,188,69.0,0,12972.0,USA,3.496,313.566,-0.7025335827879905
2024-07-21,P033,Product_33,241,89.0,15,18231.65,USA,3.496,313.566,-0.4429946503959008
2024-07-21,P034,Product_34,486,24.0,20,9331.2,USA,3.496,313.566,-0.32475309715005796
2024-07-21,P035,Product_35,299,71.0,10,19106.1,USA,3.496,313.566,-0.4887243264323618
2024-07-21,P036,Product_36,375,71.0,10,23962.5,USA,3.496,313.566,-0.48004282068965515
2024-07-21,P037,Product_37,362,56.0,30,14190.4,USA,3.496,313.566,-0.08928072496601984
2024-07-21,P038,Product_38,321,71.0,25,17093.25,USA,3.496,313.566,-0.16537281003429943
2024-07-21,P039,Product_39,271,60.0,30,11382.0,USA,3.496,313.566,-0.07058829854526841
2024-07-21,P040,Product_40,302,64.0,25,14496.0,USA,3.496,313.566,-0.25995268399377824
2024-07-21,P041,Product_41,213,73.0,0,15549.0,USA,3.496,313.566,-0.6734361074527938
2024-07-21,P042,Product_42,308,12.0,0,3696.0,USA,3.496,313.566,-0.6692938071230903
2024-07-21,P043,Product_43,245,60.0,10,13230.0,USA,3.496,313.566,-0.5402125873818245
2024-07-21,P044,Product_44,229,16.0,0,3664.0,USA,3.496,313.566,-0.7118718878142081
2024-07-21,P045,Product_45,261,30.0,5,7438.5,USA,3.496,313.566,-0.6322459649883396
2024-07-21,P046,Product_46,345,82.0,0,28290.0,USA,3.496,313.566,-0.7379993803599244
2024-07-21,P047,Product_47,390,48.0,10,16848.0,USA,3.496,313.566,-0.5322492500896636
2024-07-21,P048,Product_48,100,27.0,20,2160.0,USA,3.496,313.566,-0.29339683745414896
2024-07-21,P049,Product_49,323,13.0,20,3359.2,USA,3.496,313.566,-0.2885896041882967
2024-07-21,P050,Product_50,430,98.0,10,37926.0,USA,3.496,313.566,-0.4835372793358508
2024-07-28,P001,Product_1,353,61.0,25,16149.75,USA,3.471,313.566,-0.38516831909283805
2024-07-28,P002,Product_2,55,24.0,5,1254.0,USA,3.471,313.566,-0.7609281939118844
2024-07-28,P003,Product_3,281,81.0,25,17070.75,USA,3.471,313.566,-0.4053300418706087
2024-07-28,P004,Product_4,270,70.0,0,18900.0,USA,3.471,313.566,-0.8188297530984667
2024-07-28,P005,Product_5,390,30.0,30,8190.0,USA,3.471,313.566,-0.2917188776720278
2024-07-28,P006,Product_6,94,92.0,15,7350.8,USA,3.471,313.566,-0.582208030264284
2024-07-28,P007,Product_7,374,96.0,0,35904.0,USA,3.471,313.566,-0.7927186352302996
2024-07-28,P008,Product_8,334,84.0,0,28056.0,USA,3.471,313.566,-0.7643496823491994
2024-07-28,P009,Product_9,124,84.0,5,9895.2,USA,3.471,313.566,-0.696879940030506
2024-07-28,P010,Product_10,358,97.0,0,34726.0,USA,3.471,313.566,-0.8107598739115467
2024-07-28,P011,Product_11,424,33.0,0,13992.0,USA,3.471,313.566,-0.7820853049530341
2024-07-28,P012,Product_12,441,12.0,15,4498.2,USA,3.471,313.566,-0.5742065728117968
2024-07-28,P013,Product_13,282,31.0,10,7867.8,USA,3.471,313.566,-0.6877619983916229
2024-07-28,P014,Product_14,444,62.0,15,23398.8,USA,3.471,313.566,-0.5967304831629733
2024-07-28,P015,Product_15,83,11.0,30,639.1,USA,3.471,313.566,-0.23135900615487492
2024-07-28,P016,Product_16,230,97.0,10,20079.0,USA,3.471,313.566,-0.6000735537527356
2024-07-28,P017,Product_17,117,39.0,10,4106.7,USA,3.471,313.566,-0.6493457450629346
2024-07-28,P018,Product_18,403,47.0,0,18941.0,USA,3.471,313.566,-0.7783937831619322
2024-07-28,P019,Product_19,93,11.0,20,818.4,USA,3.471,313.566,-0.4329125849029698
2024-07-28,P020,Product_20,351,73.0,0,25623.0,USA,3.471,313.566,-0.8813345431796485
2024-07-28,P021,Product_21,432,69.0,30,20865.6,USA,3.471,313.566,-0.3046551166181443
2024-07-28,P022,Product_22,49,30.0,25,1102.5,USA,3.471,313.566,-0.3682822861267307
2024-07-28,P023,Product_23,396,42.0,10,14968.8,USA,3.471,313.566,-0.6033681986617293
2024-07-28,P024,Product_24,88,85.0,0,7480.0,USA,3.471,313.566,-0.8459020915093763
2024-07-28,P025,Product_25,150,67.0,25,7537.5,USA,3.471,313.566,-0.3743875596619264
2024-07-28,P026,Product_26,292,31.0,20,7241.6,USA,3.471,313.566,-0.45252095255663904
2024-07-28,P027,Product_27,308,98.0,0,30184.0,USA,3.471,313.566,-0.8115914473749611
2024-07-28,P028,Product_28,206,58.0,0,11948.0,USA,3.471,313.566,-0.8046754646627013
2024-07-28,P029,Product_29,426,100.0,20,34080.0,USA,3.471,313.566,-0.4569384702344244
2024-07-28,P030,Product_30,229,68.0,0,15572.0,USA,3.471,313.566,-0.8358083962307717
2024-07-28,P031,Product_31,92,51.0,30,3284.4,USA,3.471,313.566,-0.23680187347771903
2024-07-28,P032,Product_32,186,69.0,5,12192.3,USA,3.471,313.566,-0.7440913220833464
2024-07-28,P033,Product_33,216,89.0,0,19224.0,USA,3.471,313.566,-0.8740910404269447
2024-07-28,P034,Product_34,479,24.0,25,8622.0,USA,3.471,313.566,-0.38684737958792753
2024-07-28,P035,Product_35,274,71.0,0,19454.0,USA,3.471,313.566,-0.8237423730682004
2024-07-28,P036,Product_36,361,71.0,10,23067.9,USA,3.471,313.566,-0.623461503780888
2024-07-28,P037,Product_37,303,56.0,0,16968.0,USA,3.471,313.566,-0.8001528940611822
2024-07-28,P038,Product_38,275,71.0,0,19525.0,USA,3.471,313.566,-0.8127897684664505
2024-07-28,P039,Product_39,244,60.0,15,12444.0,USA,3.471,313.566,-0.5057216457421289
2024-07-28,P040,Product_40,271,64.0,10,15609.6,USA,3.471,313.566,-0.6953137430865458
2024-07-28,P041,Product_41,215,73.0,10,14125.5,USA,3.471,313.566,-0.6361679222036076
2024-07-28,P042,Product_42,326,12.0,20,3129.6,USA,3.471,313.566,-0.4422007151680361
2024-07-28,P043,Product_43,242,60.0,15,12342.0,USA,3.471,313.566,-0.5908416958524736
2024-07-28,P044,Product_44,221,16.0,0,3536.0,USA,3.471,313.566,-0.8454940159820558
2024-07-28,P045,Product_45,246,30.0,0,7380.0,USA,3.471,313.566,-0.8487685557377709
2024-07-28,P046,Product_46,383,82.0,30,21984.2,USA,3.471,313.566,-0.32534522418456924
2024-07-28,P047,Product_47,393,48.0,20,15091.2,USA,3.471,313.566,-0.49990022759636965
2024-07-28,P048,Product_48,92,27.0,10,2235.6,USA,3.471,313.566,-0.6263294189624032
2024-07-28,P049,Product_49,283,13.0,0,3679.0,USA,3.471,313.566,-0.8005002102872706
2024-07-28,P050,Product_50,395,98.0,0,38710.0,USA,3.471,313.566,-0.790350273838294
2024-08-04,P001,Product_1,333,61.0,20,16250.4,USA,3.484,314.131,-0.6220492041437841
2024-08-04,P002,Product_2,58,24.0,25,1044.0,USA,3.484,314.131,-0.5331053813634159
2024-08-04,P003,Product_3,259,81.0,15,17832.15,USA,3.484,314.131,-0.7175590657205174
2024-08-04,P004,Product_4,293,70.0,25,15382.5,USA,3.484,314.131,-0.49367291053519446
2024-08-04,P005,Product_5,360,30.0,20,8640.0,USA,3.484,314.131,-0.6172979822167018
2024-08-04,P006,Product_6,84,92.0,0,7728.0,USA,3.484,314.131,-1.008421815230817
2024-08-04,P007,Product_7,369,96.0,5,33652.8,USA,3.484,314.131,-0.8408906475802206
2024-08-04,P008,Product_8,322,84.0,0,27048.0,USA,3.484,314.131,-0.8910549757348936
2024-08-04,P009,Product_9,116,84.0,0,9744.0,USA,3.484,314.131,-0.9350277196223066
2024-08-04,P010,Product_10,388,97.0,25,28227.0,USA,3.484,314.131,-0.5150060288562647
2024-08-04,P011,Product_11,419,33.0,5,13135.65,USA,3.484,314.131,-0.8255296614108185
2024-08-04,P012,Product_12,415,12.0,10,4482.0,USA,3.484,314.131,-0.798978793424665
2024-08-04,P013,Product_13,259,31.0,0,8029.0,USA,3.484,314.131,-0.9895846651156702
2024-08-04,P014,Product_14,398,62.0,0,24676.0,USA,3.484,314.131,-1.014787172555248
2024-08-04,P015,Product_15,69,11.0,0,759.0,USA,3.484,314.131,-0.9432328712467982
2024-08-04,P016,Product_16,211,97.0,0,20467.0,USA,3.484,314.131,-0.9041919192182458
2024-08-04,P017,Product_17,115,39.0,15,3812.25,USA,3.484,314.131,-0.7174827592353307
2024-08-04,P018,Product_18,389,47.0,0,18283.0,USA,3.484,314.131,-0.9033079620279002
2024-08-04,P019,Product_19,88,11.0,15,822.8,USA,3.484,314.131,-0.6461700158896544
2024-08-04,P020,Product_20,339,73.0,0,24747.0,USA,3.484,314.131,-1.0060075894858584
2024-08-04,P021,Product_21,362,69.0,0,24978.0,USA,3.484,314.131,-0.9723400935520862
2024-08-04,P022,Product_22,42,30.0,0,1260.0,USA,3.484,314.131,-0.9489075120022072
2024-08-04,P023,Product_23,382,42.0,10,14439.6,USA,3.484,314.131,-0.7371739135558242
2024-08-04,P024,Product_24,91,85.0,15,6574.75,USA,3.484,314.131,-0.7209534812421124
2024-08-04,P025,Product_25,131,67.0,5,8338.15,USA,3.484,314.131,-0.8902224859546461
2024-08-04,P026,Product_26,262,31.0,5,7715.9,USA,3.484,314.131,-0.8859701408292819
2024-08-04,P027,Product_27,327,98.0,20,25636.8,USA,3.484,314.131,-0.5946494454036012
2024-08-04,P028,Product_28,199,58.0,0,11542.0,USA,3.484,314.131,-0.9261228181046788
2024-08-04,P029,Product_29,374,100.0,0,37400.0,USA,3.484,314.131,-0.9675939710336955
2024-08-04,P030,Product_30,249,68.0,25,12699.0,USA,3.484,314.131,-0.5236483976385135
2024-08-04,P031,Product_31,82,51.0,15,3554.7,USA,3.484,314.131,-0.6852902702158231
2024-08-04,P032,Product_32,175,69.0,0,12075.0,USA,3.484,314.131,-0.9726588882078036
2024-08-04,P033,Product_33,239,89.0,30,14889.7,USA,3.484,314.131,-0.4774823615983843
2024-08-04,P034,Product_34,451,24.0,20,8659.2,USA,3.484,314.131,-0.6352245093394059
2024-08-04,P035,Product_35,264,71.0,0,18744.0,USA,3.484,314.131,-0.9577495917225359
2024-08-04,P036,Product_36,356,71.0,15,21484.6,USA,3.484,314.131,-0.6746824620277568
2024-08-04,P037,Product_37,307,56.0,10,15472.8,USA,3.484,314.131,-0.7519581707326966
2024-08-04,P038,Product_38,272,71.0,5,18346.4,USA,3.484,314.131,-0.8550126135815906
2024-08-04,P039,Product_39,219,60.0,0,13140.0,USA,3.484,314.131,-0.9086228931466294
2024-08-04,P040,Product_40,249,64.0,0,15936.0,USA,3.484,314.131,-1.0042796559910907
2024-08-04,P041,Product_41,213,73.0,15,13216.65,USA,3.484,314.131,-0.6734361074527938
2024-08-04,P042,Product_42,293,12.0,5,3340.2,USA,3.484,314.131,-0.8585380504189687
2024-08-04,P043,Product_43,244,60.0,25,10980.0,USA,3.484,314.131,-0.557088956872041
2024-08-04,P044,Product_44,229,16.0,15,3114.4,USA,3.484,314.131,-0.7118718878142081
2024-08-04,P045,Product_45,237,30.0,0,7110.0,USA,3.484,314.131,-0.9786821101874297
2024-08-04,P046,Product_46,345,82.0,15,24046.5,USA,3.484,314.131,-0.7379993803599244
2024-08-04,P047,Product_47,345,48.0,0,16560.0,USA,3.484,314.131,-1.0174845874890732
2024-08-04,P048,Product_48,88,27.0,10,2138.4,USA,3.484,314.131,-0.7927957097165304
2024-08-04,P049,Product_49,293,13.0,15,3237.65,USA,3.484,314.131,-0.6725225587625271
2024-08-04,P050,Product_50,380,98.0,0,37240.0,USA,3.484,314.131,-0.921841557196484
2024-08-11,P001,Product_1,299,61.0,5,17327.05,USA,3.448,314.131,-1.0247467087303923
2024-08-11,P002,Product_2,50,24.0,0,1200.0,USA,3.448,314.131,-1.1406328814926652
2024-08-11,P003,Product_3,233,81.0,0,18873.0,USA,3.448,314.131,-1.086557002997682
2024-08-11,P004,Product_4,251,70.0,0,17570.0,USA,3.448,314.131,-1.0874375795637787
2024-08-11,P005,Product_5,316,30.0,0,9480.0,USA,3.448,314.131,-1.094814002215557
2024-08-11,P006,Product_6,93,92.0,30,5989.2,USA,3.448,314.131,-0.6248294087609374
2024-08-11,P007,Product_7,357,96.0,5,32558.4,USA,3.448,314.131,-0.9565034772200309
2024-08-11,P008,Product_8,311,84.0,0,26124.0,USA,3.448,314.131,-1.0072014946717798
2024-08-11,P009,Product_9,118,84.0,10,8920.8,USA,3.448,314.131,-0.8754907747243564
2024-08-11,P010,Product_10,333,97.0,0,32301.0,USA,3.448,314.131,-1.057221411457615
2024-08-11,P011,Product_11,454,33.0,30,10487.4,USA,3.448,314.131,-0.5214191662063279
2024-08-11,P012,Product_12,410,12.0,15,4182.0,USA,3.448,314.131,-0.8422042204656013
2024-08-11,P013,Product_13,275,31.0,20,6820.0,USA,3.448,314.131,-0.7796210708728547
2024-08-11,P014,Product_14,384,62.0,0,23808.0,USA,3.448,314.131,-1.1420218171528969
2024-08-11,P015,Product_15,68,11.0,5,710.6,USA,3.448,314.131,-0.9940810044676499
2024-08-11,P016,Product_16,209,97.0,5,19259.35,USA,3.448,314.131,-0.9362043787409311
2024-08-11,P017,Product_17,117,39.0,25,3422.25,USA,3.448,314.131,-0.6493457450629346
2024-08-11,P018,Product_18,375,47.0,0,17625.0,USA,3.448,314.131,-1.028222140893868
2024-08-11,P019,Product_19,79,11.0,0,869.0,USA,3.448,314.131,-1.0300333916656865
2024-08-11,P020,Product_20,376,73.0,30,19213.6,USA,3.448,314.131,-0.6215990300417112
2024-08-11,P021,Product_21,358,69.0,5,23466.9,USA,3.448,314.131,-1.0104935208054542
2024-08-11,P022,Product_22,40,30.0,0,1200.0,USA,3.448,314.131,-1.114800433680915
2024-08-11,P023,Product_23,351,42.0,0,14742.0,USA,3.448,314.131,-1.0334579965356057
2024-08-11,P024,Product_24,94,85.0,30,5593.0,USA,3.448,314.131,-0.5960048709748487
2024-08-11,P025,Product_25,124,67.0,0,8308.0,USA,3.448,314.131,-1.0802669324835428
2024-08-11,P026,Product_26,272,31.0,20,6745.6,USA,3.448,314.131,-0.7414870780717343
2024-08-11,P027,Product_27,316,98.0,20,24774.4,USA,3.448,314.131,-0.7202474465449149
